,en,ru,fr,votes
3398,especially,особо,spécialement,1
3399,especially,специально,spécialement,1
3400,especially,конкретно,spécialement,1
3401,especially,частность,spécialement,1
3402,especially,особый,spécialement,1
3403,especially,сугубо,no_equality,1
3404,especially,главным образом,surtout,1
3405,especially,главным образом,particulièrement,1
3406,especially,главным образом,principalement,1
3407,especially,главным образом,essentiellement,1
3408,especially,главным образом,avant tout,1
3409,especially,в особенность,surtout,1
3410,above,no_equality,surtout,1
3411,above,no_equality,précédent,1
3412,above all,прежде всего,surtout,1
3413,above all,главное образ,surtout,1
3414,above all,большой всего,surtout,1
3415,firewall,no_equality,feu,1
3416,exclusively,исключительно,exclusivement,1
3417,exclusively,только,exclusivement,1
3418,exclusively,полностью,exclusivement,1
3419,exclusively,чисто,exclusivement,1
3420,solely,исключительно,exclusivement,1
3421,solely,только,exclusivement,1
3422,solely,полностью,exclusivement,1
3423,solely,чисто,exclusivement,1
3424,folder,папка,dossier,1
3425,folder,каталог,dossier,1
3426,travel,путешествовать,voyager,1
3427,travel,ехать,voyager,1
3428,travel,перемещаться,voyager,1
3429,travel,ездить,voyager,1
3430,travel,поехать,voyager,1
3431,travel,поездка,voyage,1
3432,travel,путешествие,voyage,1
3433,travelled,путешествовать,voyager,1
3434,travelled,ездить,voyager,1
3435,rather,довольно,plutôt,1
3436,rather,скорее,plutôt,1
3437,rather,очень,plutôt,1
3438,rather,весьма,plutôt,1
3439,rather,достаточно,plutôt,1
3440,rather,наоборот,plutôt,1
3441,rather,напротив,plutôt,1
3442,rather,даже,plutôt,1
3443,rather,точнее,plutôt,1
3444,instead of,а не,plutôt,1
3445,point,пункт,point,2
3446,point,точка,point,3
3447,point,вопрос,point,3
3448,point,вопрос,question,1
3449,point,вопрос,sujet,1
3450,point,момент,point,2
3451,point,связь,point,2
3452,point,замечание,point,2
3453,point,очко,point,3
3454,point,мысль,point,2
3455,point,место,lieu,1
3456,point,место,endroit,1
3457,point,пойнт,point,1
3458,point,смысл,point,1
3459,point,смысл,but,1
3460,point,смысл,intérêt,1
3461,point,смысл,raison,1
3462,point,смысл,sens,1
3463,point,этап,moment,1
3464,point,этап,stade,1
3465,point,точка зрения,no_equality,1
3466,point,указывать,indiquer,1
3467,point,указывать,pointer,1
3468,point,дело,question,1
3469,point,дело,fait,1
3470,point,отмечать,no_equality,1
3471,point,показать,indiquer,1
3472,point,показать,montrer,1
3473,point,подчеркивать,no_equality,1
3474,point,навести,no_equality,1
3475,point,точечный,no_equality,1
3476,point,балл,point,1
3477,point,,point,1
3478,point,направлять,pointer,1
3479,free,свободный,libre,1
3480,free,беспрепятственный,libre,1
3481,free,вольный,libre,1
3482,freely,no_equality,libre,1
3483,earlier,ранее,précédemment,1
3484,earlier,выше,précédemment,1
3485,earlier,ранний,précédemment,1
3486,previous,no_equality,précédemment,1
3487,previous,предыдущий,précédent,1
3488,previous,прежний,précédent,1
3489,previous,предшествовать,précédent,1
3490,previous,прошлый,précédent,1
3491,previous,бывший,précédent,1
3492,mode,режим,mode,1
3493,mode,способ,mode,1
3494,mode,метод,mode,1
3495,mode,форма,mode,1
3496,mode,вид,mode,1
3497,mode,порядок,mode,1
3498,mode,модель,mode,1
3499,fashion,мода,mode,3
3500,fashion,мода,Fashion,1
3501,fashion,стиль,no_equality,1
3502,fashion,форма,mode,1
3503,fashion,способ,mode,1
3504,fashion,способ,manière,1
3505,fashion,способ,façon,1
3506,fashion,модельер,no_equality,1
3507,fashion,веяние моды,mode,1
3508,fashion,модный,fashion,1
3509,fashion,модельный,no_equality,1
3510,fashion,фасонировать,no_equality,1
3511,fashion,вылепить,no_equality,1
3512,pull,тянуть,tirer,1
3513,pull,вытащить,tirer,1
3514,pull,потянуть,tirer,1
3515,pull,вытянуть,tirer,1
3516,shot,no_equality,tirer,1
3517,fail,потерпеть неудача,échouer,2
3518,fail,провалиться,échouer,3
3519,fail,неудача,no_equality,1
3520,fail,неудача,échouer,1
3521,fail,провалить,rater,1
3522,fail,провалить,échouer,1
3523,fail,не удаваться,no_equality,1
3524,fail,потерпеть неудачу,échouer,1
3525,fail,подвести,décevoir,1
3526,fail,подвести,échouer,1
3527,fail,недоставать,manquer,1
3528,fail,выйти из строя,no_equality,1
3529,fail,не смочь,no_equality,1
3530,fail,рухнуть,faire faillite,1
3531,fail,не справиться,no_equality,1
3532,fail,не сработать,échouer,1
3533,fail,не увенчаться успехом,no_equality,1
3534,fail,не состояться,no_equality,1
3535,fail,оказаться неудачным,no_equality,1
3536,fail,окончиться неудачей,no_equality,1
3537,fail,потерпеть провал,no_equality,1
3538,fail,потерпеть фиаско,no_equality,1
3539,fail,проиграть,échouer,1
3540,fail,провал,échouer,1
3541,fail,no_equality,échec,1
3542,extraordinary,чрезвычайный,extraordinaire,1
3543,extraordinary,внеочередной,extraordinaire,1
3544,extraordinary,необычный,extraordinaire,1
3545,extraordinary,экстраординарный,extraordinaire,1
3546,extraordinary,удивительный,extraordinaire,1
3547,extraordinary,необыкновенный,extraordinaire,1
3548,extraordinary,невероятно,extraordinaire,1
3549,amazing,удивительный,extraordinaire,1
3550,amazing,потрясать,extraordinaire,1
3551,amazing,потрясать,fantastique,1
3552,amazing,здорово,fantastique,1
3553,fishery,no_equality,pêcherie,1
3554,sense,смысл,sens,1
3555,sense,чувство,sens,1
3556,sense,значение,sens,1
3557,sense,точка зрение,sens,1
3558,sense,ощущение,sens,1
3559,decision,решение,décision,1
3560,decision,постановление,décision,1
3561,decision,выбор,décision,1
3562,decision,заключение,décision,1
3563,decision,принятие решение,décision,1
3564,decision,решить,décision,1
3565,reliable,надёжный,fiable,1
3566,reliable,достоверный,fiable,1
3567,reliable,надёжность,fiable,1
3568,reliably,no_equality,fiable,1
3569,specialist,специалист,spécialiste,1
3570,specialist,эксперт,spécialiste,1
3571,specialist,специалист по,spécialiste,1
3572,ideal,идеал,idéal,1
3573,ideal,идеальный,idéal,1
3574,rest,остаток,reste,1
3575,remain,оставаться,reste,1
3576,remain,остаться,reste,1
3577,remain,весь ещё,reste,1
3578,add,добавить,ajouter,2
3579,add,включить,ajouter,2
3580,add,добавлять,ajouter,3
3581,add,сказать,ajouter,2
3582,add,дополнить,ajouter,3
3583,add,дополнить,compléter,1
3584,add,внести,ajouter,2
3585,add,добавление,ajouter,2
3586,add,складывать,no_equality,1
3587,add,складывать,ajouter,1
3588,add,придавать,no_equality,1
3589,add,добавиться,no_equality,1
3590,add,подлить,no_equality,1
3591,add,пополнять,compléter,1
3592,add,пополнять,enrichir,1
3593,add,дописать,no_equality,1
3594,add,присовокупить,no_equality,1
3595,add,дополнительный,no_equality,1
3596,add,прибавить,ajouter,1
3597,add,прибавлять,ajouter,1
3598,add,,ajouter,1
3599,add,no_equality,ajout,1
3600,info,информация,info,1
3601,info,дать,info,1
3602,issuance,выдача,délivrance,1
3603,deliverance,no_equality,délivrance,1
3604,unprecedented,no_equality,précédent,1
3605,give,дать,donner,1
3606,give,отдать,donner,1
3607,give,давать,donner,1
3608,give,предоставить,donner,1
3609,give,передать,donner,1
3610,give,обеспечить,donner,1
3611,give,придать,donner,1
3612,give,привести,donner,1
3613,give,отдавать,donner,1
3614,give,предоставлять,donner,1
3615,give,уделять,donner,1
3616,give,преподать,donner,1
3617,sacrifice,пожертвовать,donner,1
3618,atmosphere,атмосфера,atmosphère,1
3619,atmosphere,обстановка,atmosphère,1
3620,atmosphere,воздух,atmosphère,1
3621,atmosphere,атмосферный,atmosphère,1
3622,satisfaction,удовлетворение,satisfaction,1
3623,satisfaction,признательность,satisfaction,1
3624,satisfaction,удовлетворённость,satisfaction,1
3625,satisfaction,сатисфакция,satisfaction,1
3626,satisfaction,удовольствие,satisfaction,1
3627,satisfaction,удовлетворение отмечать,satisfaction,1
3628,customer satisfaction,no_equality,satisfaction,1
3629,drum,барабан,Tambour,2
3630,drum,барабан,tambour,1
3631,drum,барабанный бой,no_equality,1
3632,drum,бочка,baril,1
3633,drum,барабанчик,no_equality,1
3634,drum,барабанщик,no_equality,1
3635,drum,бубен,tambour,1
3636,drum,ударный инструмент,no_equality,1
3637,drum,партия ударных,tambour,1
3638,drum,барабанная перепонка,no_equality,1
3639,drum,дробь,no_equality,1
3640,drum,Бикс,no_equality,1
3641,drum,барабанить,no_equality,1
3642,drum,ударный,no_equality,1
3643,drum,барабанный,Tambour,1
3644,drum,no_equality,fût,1
3645,awakening,пробуждение,réveil,1
3646,emission,выброс,émission,1
3647,emission,эмиссия,émission,1
3648,duck,утка,canard,3
3649,duck,утёнок,canard,2
3650,duck,парусина,no_equality,1
3651,duck,утятина,no_equality,1
3652,duck,душка,no_equality,1
3653,duck,нырок,no_equality,1
3654,duck,нагнуться,no_equality,1
3655,duck,нырять,no_equality,1
3656,duck,увернуться,no_equality,1
3657,duck,наклонить,no_equality,1
3658,duck,утиный,no_equality,1
3659,duck,уточка,canard,1
3660,duck,селезень,canard,1
3661,canard,no_equality,canard,1
3662,reason,причина,raison,1
3663,reason,основание,raison,1
3664,reason,повод,raison,1
3665,reason,смысл,raison,1
3666,reason,разум,raison,1
3667,reason,соображение,raison,1
3668,reason,рассудок,raison,1
3669,reason,благодаря,raison,1
3670,due,no_equality,raison,1
3671,explain,объяснить,expliquer,2
3672,explain,объяснять,expliquer,3
