,ru,fr,en
10982,просверлить,percer,no_equality
10983,грамота,diplôme,diploma
10984,грамота,charte,document
10985,приходиться,tomber,no_equality
10986,приходиться,incomber,no_equality
10987,научить,apprendre à,teach
10988,научить,apprendre à,train
10989,научить,apprendre à,educate
10990,научить,enseigner,teach
10991,научить,enseigner,train
10992,научить,enseigner,learn
10993,научить,enseigner,educate
10994,научить,enseigner à,teach
10995,научить,enseigner à,educate
10996,научить,éduquer,teach
10997,научить,éduquer,train
10998,научить,éduquer,educate
10999,научить,débrouiller,no_equality
11000,научить,conseiller à,no_equality
11001,курьер,courrier,courier
11002,курьер,courrier,messenger
11003,курьер,Courier,courier
11004,курьер,transporteur,courier
11005,маркер,marqueur,marker
11006,маркер,marqueur,sharpie
11007,маркер,marqueur,marker pen
11008,маркер,jeton,token
11009,маркер,index,no_equality
11010,маркер,puce,no_equality
11011,маркер,repère,marker
11012,маркер,marquant,no_equality
11013,маркер,rayonneur,no_equality
11014,нарушать,violer,no_equality
11015,нарушать,contrevenir,violate
11016,нарушать,contrevenir,breach
11017,нарушать,contrevenir,infringe
11018,нарушать,contrevenir,contravene
11019,нарушать,empiéter,infringe
11020,нарушать,empiéter,interfere with
11021,нарушать,empiéter,infringe upon
11022,нарушать,empiéter,intrude
11023,нарушать,empiéter,impinge
11024,нарушать,empiéter sur,interfere with
11025,нарушать,empiéter sur,infringe upon
11026,нарушать,altérer,impair
11027,нарушать,interrompre,disrupt
11028,нарушать,interrompre,disturb
11029,нарушать,entraver,disrupt
11030,нарушать,entraver,undermine
11031,нарушать,entraver,impair
11032,нарушать,bouleverser,disrupt
11033,нарушать,bouleverser,upset
11034,нарушать,endommager,no_equality
11035,нарушать,trahir,no_equality
11036,апробация,approbation,approbation
11037,приставной,supplémentaire,no_equality
11038,изложить,énoncer,set out
11039,изложить,énoncer,state
11040,изложить,énoncer,express
11041,изложить,énoncer,outline
11042,изложить,énoncer,describe
11043,изложить,énoncer,spell out
11044,изложить,énoncer,set forth
11045,изложить,énoncer,lay out
11046,изложить,raconter,give
11047,изложить,raconter,describe
11048,горячо,ardent,no_equality
11049,горячо,chaleureusement,warmly
11050,горячо,chaleureusement,very much
11051,горячо,chaleureusement,strongly
11052,горячо,chaleureusement,wholeheartedly
11053,горячо,chaleureusement,hotly
11054,горячо,chaleureusement,heartily
11055,горячо,ardemment,fervently
11056,горячо,ardemment,very much
11057,горячо,ardemment,strongly
11058,горячо,ardemment,ardently
11059,горячо,ardemment,passionately
11060,горячо,avec chaleur,warmly
11061,горячо,avec chaleur,warm
11062,горячо,avec chaleur,hotly
11063,горячо,vivement,warmly
11064,горячо,vivement,fervently
11065,горячо,vivement,very much
11066,горячо,vivement,strongly
11067,горячо,vivement,greatly
11068,горячо,avec ardeur,fervently
11069,горячо,avec ardeur,ardently
11070,горячо,avec ardeur,passionately
11071,горячо,chaudement,warmly
11072,горячо,chaudement,strongly
11073,горячо,chaudement,warm
11074,горячо,chaudement,hotly
11075,горячо,chaudement,heartily
11076,горячо,passionnément,fervently
11077,горячо,passionnément,passionately
11078,охотно,volontiers,willingly
11079,охотно,volontiers,readily
11080,охотно,volontiers,eagerly
11081,охотно,volontiers,happily
11082,охотно,de bon cœur,willingly
11083,охотно,volontairement,willingly
11084,охотно,avec plaisir,willingly
11085,охотно,avec plaisir,happily
11086,охотно,avec complaisance,no_equality
11087,охотно,de bonne grâce,willingly
11088,охотно,aisément,readily
11089,охотно,de bonne volonté,no_equality
11090,роман,roman,novel
11091,роман,roman,story
11092,роман,roman,book
11093,роман,roman,roman
11094,роман,roman,fiction
11095,роман,romance,romance
11096,транспортное судно,roulier,no_equality
11097,транспортное судно,transport,no_equality
11098,правда,vérité,true
11099,правда,vérité,truth
11100,правда,vérité,right
11101,правда,vérité,real
11102,правда,vérité,fact
11103,правда,il est vrai,no_equality
11104,правда,vrai,really
11105,правда,vrai,actually
11106,правда,vrai,truly
11107,правда,c'est vrai,no_equality
11108,правда,à la vérité,no_equality
11109,правда,bien que,no_equality
11110,правда,on dit bien,no_equality
11111,правда,vraiment,really
11112,правда,vraiment,actually
11113,правда,vraiment,seriously
11114,правда,vraiment,truly
11115,правда,honnêtement,honestly
11116,нить,filament,thread
11117,нить,filament,filament
11118,нить,filament,strand
11119,нить,filament,yarn
11120,нить,retors,no_equality
11121,нить,trame,no_equality
11122,нить,filet,thread
11123,нить,filet,filament
11124,притянутый,tiré,no_equality
11125,эротический,érotique,erotic
11126,эротический,érotique,sex
11127,одетый,vêtu,dressed
11128,одетый,vêtu,wearing
11129,одетый,vêtu,clothed
11130,одетый,mis,no_equality
11131,одетый,fringué,dressed
11132,одетый,foutu,no_equality
11133,тонко,fin,finely
11134,тонко,subtilement,subtly
11135,тонко,subtilement,delicately
11136,тонко,subtilement,nicely
11137,тонко,subtilement,subtlety
11138,тонко,finement,thin
