,word,local_word,pos
16030,Citigroup,Citigroup,noun
16031,crucifié,crucified,noun
16032,goudron,tar,noun
16033,souscrire,subscribe,noun
16034,souscrire,sign,verb
16035,débouché,outlet,noun
16036,darwinisme,Darwinism,noun
16037,Peterson,Peterson,noun
16038,rhinocéros,rhino,noun
16039,enfin,finally,adverb
16040,morceau,piece,noun
16041,tirelire,piggy,noun
16042,tirelire,piggy bank,noun
16043,élitisme,elitism,noun
16044,matériau,material,noun
16045,Dominic,Dominic,noun
16046,tribut,tribute,noun
16047,ailier,winger,noun
16048,ailier,wingman,noun
16049,transsexuel,transsexual,noun
16050,mail,email,noun
16051,invulnérabilité,invulnerability,noun
16052,cochenille,cochineal,noun
16053,cisaillement,shear,noun
16054,bourrer,stuffed,participle
16055,percevoir,perceive,verb
16056,aridité,aridity,noun
16057,crêpe,pancake,noun
16058,inconsciemment,unconsciously,adverb
16059,calibrage,calibration,noun
16060,agrégat,aggregate,adjective
16061,agrégat,aggregation,noun
16062,putter,putter,noun
16063,Etanche,waterproof,verb
16064,étanche,waterproof,noun
16065,étanche,tight,adjective
16066,étanche,watertight,adjective
16067,étanche,resistant,participle
16068,restructuration,restructuring,noun
16069,restructuration,restructure,verb
16070,gomme,gum,noun
16071,gomme,eraser,noun
16072,GPS,GPS,noun
16073,Laffitte,Laffitte,noun
16074,boeuf,beef,noun
16075,boeuf,ox,noun
16076,boeuf,bull,noun
16077,réattribuer,reassign,verb
16078,jeunesse,youth,noun
16079,graisser,grease,verb
16080,graisser,lubricate,noun
16081,Ham,ham,noun
16082,amuser,fun,noun
16083,amuser,enjoy,verb
16084,amuser,have fun,verb
16085,superficialité,superficiality,noun
16086,Bath,bath,noun
16087,dunk,dunk,noun
16088,cotation,listing,noun
16089,Brussels,Brussels,noun
16090,cluster,cluster,noun
16091,Grayling,grayling,noun
16092,vecteur,vector,noun
16094,Bogota,Bogota,noun
16095,Bogota,Bogot,noun
16096,Bogotá,Bogota,noun
16097,Media,media,noun
16099,anarchique,anarchic,adjective
16100,anarchique,anarchical,adjective
16101,intransigeance,intransigence,noun
16102,région,region,noun
16103,région,area,noun
16104,Arpentage,surveying,noun
16105,cardamome,cardamom,noun
16106,Lhassa,Lhasa,noun
16107,tribulations,tribulation,noun
16108,psychothérapie,psychotherapy,noun
16109,gentilhomme,gentleman,noun
16110,ostéosarcome,osteosarcoma,noun
16111,métaphysique,metaphysical,adjective
16112,métaphysique,metaphysics,noun
16113,rapper,rap,verb
16114,Wilcox,Wilcox,noun
16115,rénover,renovate,verb
16116,Lesbos,lesbos,noun
16117,Lesbos,Lesvos,noun
16118,Bourbon,bourbon,noun
16119,ondulation,ripple,noun
16120,bégaiement,stutter,noun
16121,bégaiement,stammer,noun
16122,viser,aim,verb
16123,viser,aiming,noun
16124,cornéen,corneal,noun
16125,représentation,representation,noun
16126,représentation,representative,adjective
16127,minable,shabby,verb
16128,minable,seedy,adjective
16129,Messina,Messina,noun
16130,intitulé,entitled,participle
16131,intitulé,title,noun
16132,intitulé,heading,noun
16133,plateau,tray,noun
16134,plateau,plateau,noun
16135,plateau,platter,noun
16136,déplorer,deplore,verb
16137,déplorer,lament,verb
16138,dilemme,dilemma,noun
16139,bigoudi,curler,noun
16140,parasitisme,parasitism,noun
16141,quantificateur,quantifier,noun
16142,Domenico,Domenico,noun
16143,étourneau,starling,noun
16144,torpeur,torpor,noun
16145,hydrocarbure,hydrocarbon,noun
16146,Markus,Markus,noun
16147,favori,favorite,noun
16148,favori,favourite,adjective
16149,gravats,rubble,noun
16150,renvoyer,return,verb
16151,renvoyer,refer,verb
16152,théologique,theological,adjective
16153,Taureau,bull,noun
16154,plâtrage,plaster,noun
16155,Highway,highway,noun
16156,propulseur,booster,noun
16157,récidiviste,repeat offender,noun
16158,recharger,recharge,verb
16159,recharger,reload,verb
16161,Lindberg,Lindberg,noun
16162,Grange,barn,noun
16163,Grange,Grange,noun
16164,Villa,villa,noun
16165,recourbé,curled,adjective
16166,combinat,industrial complex,noun
16167,pagne,loincloth,noun
16170,Chrysler,Chrysler,noun
16171,Chimère,chimera,noun
16172,Chimère,pipe dream,noun
16173,fracture,fracture,noun
16174,kératine,keratin,noun
16175,emphysème,emphysema,noun
16176,détacher,detach,verb
16177,détacher,detached,adjective
16178,prêtre,priest,noun
16179,cave,cellar,noun
16180,crépu,frizzy,adjective
16181,turc,Turkish,adjective
16182,Interfax,Interfax,noun
16183,intimement,intimately,adverb
16184,intimement,closely,adverb
16185,Dancing,dancing,noun
16186,Algérie,Algeria,noun
16187,obligatoirement,necessarily,adverb
16188,Singapour,Singapore,noun
16189,Singapour,Singaporean,noun
16190,excité,excited,adjective
16191,excité,aroused,participle
16192,Sydney,Sydney,noun
16194,réassortiment,reassortment,noun
16195,commémoration,commemoration,noun
16196,démence,dementia,noun
16197,moustache,mustache,noun
16198,casseur,breaker,noun
16199,Foucault,eddy,noun
16200,Foucault,eddy current,noun
16201,attaquer,attack,verb
16202,attaquer,tackle,verb
16203,inexistant,nonexistent,adjective
16204,inexistant,inexistent,noun
16205,même,even,adverb
16206,mème,meme,noun
16207,rue,street,noun
16208,rue,rue,verb
16209,admirer,admire,verb
16210,démagogie,demagogy,noun
16211,démagogie,demagoguery,noun
16212,progression,progress,noun
16213,Hokkaido,Hokkaido,noun
16214,balise,tag,noun
16215,biopsie,biopsy,noun
16216,malléabilité,malleability,noun
16217,suffisamment,enough,determiner / pronoun
16218,suffisamment,sufficiently,adverb
16219,suffisamment,sufficient,noun
16220,suffisamment,ample,adjective
16221,rajeunissement,rejuvenation,noun
16222,rajeunissement,rejuvenate,noun
16223,proverbial,proverbial,adjective
16224,galop,gallop,noun
16225,galop,galloping,adjective
16226,galop,galop,noun
16227,part,share,noun
16228,niveleuse,grader,noun
16229,buvette,refreshment bar,noun
16230,automobiliste,motorist,noun
16231,ajourner,adjourn,verb
16232,échafaudage,scaffold,noun
16233,numérateur,numerator,noun
16234,énergétiquement,energetically,adverb
16235,Silésie,Silesia,noun
16236,Silésie,Silesian,noun
16237,alcalin,alkaline,adjective
16238,alcalin,alkali,noun
16239,atout,asset,noun
16240,commencement,beginning,noun
16241,militantisme,activism,noun
16242,militantisme,militancy,noun
16243,assiette,plate,noun
16244,assiette,dish,noun
16245,étaler,spread,verb
16246,étaler,spread out,verb
16247,cabochon,cabochon,noun
16248,aimable,kind,noun
16249,aimable,friendly,adjective
16250,enrichir,enrich,verb
16251,pygmée,pygmy,noun
16252,réviser,revise,verb
16253,réseau,network,noun
16254,fermer,close,verb
16255,fermer,closed,adjective
16256,fermer,shut,verb
16257,fermer,exit,verb
16258,fermer,closing,noun
16259,maléfique,evil,noun
16261,belladone,belladonna,noun
16262,Suédois,Swedish,adjective
16263,débit,flow,noun
16264,débit,broadband,adjective
16265,Homo,homo,noun
16266,ciré,waxed,adjective
16267,recto,duplex,noun
16268,Libretto,libretto,noun
16269,initialement,initially,adverb
16270,récompense,reward,noun
16271,Ouzbékistan,Uzbekistan,noun
16272,Ouzbékistan,Uzbek,noun
16273,Cléopâtre,Cleopatra,noun
16274,Cléopâtre,Kleopatra,noun
16275,corrélation,correlation,noun
16276,Ashcroft,Ashcroft,noun
16277,glaçon,ice cube,noun
16278,glaçon,icicle,noun
16279,Airbus,Airbus,noun
16280,égoutter,drain,verb
16281,importance,importance,noun
16282,importance,matter,verb
16283,rapide,fast,noun
16284,rapide,rapidly,adverb
16285,rapide,speedy,adjective
16286,allée,alley,noun
16287,tornade,tornado,noun
16288,ventiler,ventilate,verb
16289,pédagogue,teacher,noun
16290,gras,fat,noun
16291,gras,bold,adjective
16292,gras,fatty,noun
16293,gras,greasy,adjective
16294,Amon,Amun,noun
16295,Charlemagne,Charlemagne,noun
16296,brandir,brandish,verb
16297,Carroll,Carroll,noun
16298,insister,insist,verb
16299,insister,stress,verb
16300,suinter,ooze,verb
16301,suinter,seep,verb
16302,codification,codification,noun
16303,sporadique,sporadic,adjective
16304,sporadique,sporadically,adverb
16305,inciser,incise,verb
16306,avorter,abort,verb
16307,impensable,unthinkable,adjective
16308,engloutir,engulf,verb
16309,engloutir,gobble,noun
16310,tamis,sieve,noun
16311,stalagmite,stalagmite,noun
16312,décentraliser,decentralize,verb
16313,Micronésie,Micronesia,noun
16314,doyen,dean,noun
16315,stratégique,strategic,adjective
16316,poignard,dagger,noun
16317,investigation,investigation,noun
16318,investigation,investigative,adjective
16319,concilier,reconcile,verb
16320,concilier,conciliate,verb
16321,cimetière,cemetery,noun
16322,bâiller,yawn,noun
16323,Gibbon,gibbon,noun
16324,enjambée,stride,noun
16325,clairvoyant,discerning,adjective
16326,clairvoyant,clairvoyant,noun
16327,violation,violation,noun
16328,appauvrir,impoverish,verb
16329,périhélie,perihelion,noun
16330,jute,jute,noun
16331,budget,budget,noun
16332,appétissant,appetizing,adjective
16333,appétissant,delicious,noun
16334,indiscrétion,indiscretion,noun
16335,charmant,charming,adjective
16336,charmant,pretty,noun
16337,inutilité,uselessness,noun
16338,conformité,compliance,noun
16339,huissier,bailiff,noun
16340,huissier,usher,noun
16341,Cologne,Cologne,noun
16342,vulgarisation,popularization,noun
16343,parallélisation,parallelization,noun
16344,parallélisation,parallelize,verb
16345,Svalbard,Svalbard,noun
16346,chitine,chitin,noun
16347,confiant,confident,noun
16348,confiant,sure,adjective
16349,poignet,wrist,noun
16350,grandement,greatly,adverb
16351,Gouda,Gouda,noun
16352,vœu,vow,noun
16353,filmer,film,verb
16354,filmer,movie,noun
16355,Veld,veld,noun
16356,fémur,femur,noun
16357,passable,passable,noun
16358,dispensation,dispensation,noun
16359,rampant,rampant,noun
16360,rampant,creeping,noun
16361,rampant,crawl,verb
16362,alternateur,alternator,noun
16363,registraire,registrar,noun
16364,réitérer,reiterate,adjective
16365,réitérer,repeat,verb
16366,réitérer,reaffirm,verb
16367,Hadj,hadj,noun
16368,éjaculat,ejaculate,adjective
16371,brunâtre,brownish,adjective
16372,agar,agar,noun
16373,agar,Hagar,noun
16374,traiteur,catering,noun
16375,portée,scope,noun
16376,Isabella,Isabella,noun
16377,Isabella,Isabel,noun
16378,pommier,apple tree,noun
16379,énergie,energy,noun
16380,civière,stretcher,noun
16381,Julius,Julius,noun
16382,Fleck,fleck,noun
16383,admirable,admirable,adjective
16384,admirable,wonderful,adjective
16385,admirable,beautiful,adjective
16386,adopter,adopt,verb
16387,Catalan,Catalan,noun
16388,Catalan,Catalonian,noun
16389,directement,directly,adverb
16390,directement,direct,verb
16391,directement,straight,noun
16392,floral,floral,noun
16393,unir,unite,verb
16394,recrue,recruit,noun
16395,recrue,rookie,noun
16396,Moka,mocha,noun
16399,antilope,antelope,noun
16400,Tioumen,Tyumen,noun
16401,p,p,noun
16402,Henri,Henri,noun
16403,Henri,Henry,noun
16404,Roupie,rupee,noun
16405,injecteur,injector,noun
16406,perforation,perforation,noun
16407,perforation,puncture,noun
16408,progestérone,progesterone,noun
16409,constitué,consisting,participle
16410,constitué,constituted,participle
16411,catégoriquement,categorically,adverb
16412,catégoriquement,flatly,adverb
16413,religieuse,nun,noun
16414,Gigabyte,Gigabyte,noun
16415,Timor,East Timor,noun
16416,dessiner,draw,verb
16417,dessiner,drawing,noun
16418,Jingle,jingle,noun
16419,variabilité,variability,noun
16420,fiscal,tax,noun
16421,fiscal,fiscal,adjective
16422,lang,lang,noun
16423,épiscopal,Episcopal,noun
16424,défendeur,defendant,noun
16425,bientôt,soon,adverb
16426,préalablement,previously,adverb
16427,fertilité,fertility,noun
16428,bancaire,bank,noun
16429,bris,breakage,noun
16430,embrasement,kindling,noun
16432,surprendre,surprise,verb
16433,surprendre,suprise,noun
16434,Islam,Islam,noun
16435,je,I,pronoun
16436,souffle,breath,noun
16437,souffle,breathtaking,adjective
16440,Vivier,Vivier,noun
16441,coiffure,hairstyle,noun
16442,coiffure,hairdresser,noun
16443,florentin,Florentine,noun
16444,exotique,exotic,noun
16445,constructif,constructive,adjective
16446,considérablement,significantly,adverb
16447,considérablement,greatly,adverb
16448,Hyderabad,Hyderabad,noun
16449,fax,facsimile,noun
16450,salade,salad,noun
16451,sarcelle,Teal,noun
16452,Jeannie,Jeannie,noun
16453,voyance,clairvoyance,noun
16454,arpenteur,surveyor,noun
16455,accrocher,hang,noun
16456,accrocher,cling,verb
16457,accrocher,hook,verb
16458,atermoiements,procrastination,noun
16459,talon,heel,noun
16460,talon,high heel,noun
16461,digérer,digest,verb
16462,intégral,full text,noun
16463,Gascogne,Biscay,noun
16464,Gascogne,Gascony,noun
16465,autodéfense,defense,noun
16466,autodéfense,self defense,noun
16467,diadème,diadem,noun
16468,diadème,tiara,noun
16469,Reagan,Reagan,noun
16470,fouetter,whip,verb
16471,fouetter,beat,noun
16472,fouetter,whipping,noun
16473,chaise,chair,noun
16474,soucier,care,verb
16475,soucier,caring,adjective
16476,cyclone,cyclone,noun
16477,Réaménager,redevelop,verb
16478,glycoprotéine,glycoprotein,noun
16479,Oakland,Oakland,noun
16480,Listing,listing,noun
16481,imago,imago,noun
16482,anévrisme,aneurysm,noun
16483,Bree,bree,noun
16484,irrespectueux,disrespectful,adjective
16485,rééquiper,retool,verb
16486,hospitalité,hospitality,noun
16487,Q,q,invariable
16488,éclatant,dazzling,participle
16489,ganache,ganache,noun
16490,Puma,puma,noun
16491,Lodge,lodge,noun
16492,Camden,Camden,noun
16493,Carthage,Carthage,noun
16494,fluorescence,fluorescence,noun
16495,infernal,infernal,noun
16496,infernal,hellish,adjective
16497,acclamation,cheer,noun
16498,traîner,drag,verb
16499,traîner,hang out,verb
16500,caryer,hickory,noun
16501,prochainement,soon,adverb
16502,rééducation,rehabilitation,noun
16503,Photocopieur,photocopier,noun
16504,patrouilleur,patrolman,noun
16505,WAN,WAN,noun
16506,rendement,yield,noun
16507,saignée,bloodletting,noun
16508,postopératoire,postoperative,adjective
16509,postopératoire,postsurgical,noun
16510,surproduction,overproduction,noun
16511,malveillance,malice,noun
16512,malveillance,malevolence,noun
16513,phare,headlight,noun
16514,phare,lighthouse,noun
16515,phare,flagship,noun
16516,keynésien,Keynesian,noun
16517,traitant,subcontractor,noun
16518,traitant,dealing,participle
16519,denrée,foodstuff,noun
16520,denrée,commodity,noun
16521,Rhénanie,Rhineland,noun
16522,persister,persist,verb
16523,voluptueux,voluptuous,adjective
16524,yéménite,Yemeni,noun
16525,yéménite,Yemenite,noun
16526,Tennessee,Tennessee,noun
16527,basculer,switch,verb
16528,basculer,toggle,noun
16529,basculer,turn,noun
16530,coupure,cut,noun
16531,soute,bunker,noun
16532,soute,baggage compartment,noun
16533,spiritisme,spiritualism,noun
16534,potassium,potassium,noun
16535,hydroélectricité,hydropower,noun
16536,décidément,decidedly,adverb
16537,gommage,scrub,noun
16538,apprécier,appreciate,verb
16539,divan,sofa,noun
16540,colvert,mallard,noun
16541,colvert,mallard duck,noun
16542,fibre,fiber,noun
16543,ferroviaire,railway,noun
16544,inquiétant,disturbing,adjective
16545,inquiétant,troubling,participle
16546,zoologique,zoological,noun
16547,fervent,fervent,adjective
16548,fervent,devout,adjective
16549,récif,reef,noun
16550,cénotaphe,cenotaph,noun
16551,limonade,lemonade,noun
16552,Martin,Martin,noun
16553,stopper,halt,verb
16554,stopper,quit,verb
16555,stopper,terminate,adjective
16556,vaste,wide,adjective
16557,vaste,large,noun
16558,vaste,vast,noun
16559,estampage,stamp,noun
16560,estampage,stamping,noun
16561,tourterelle,dove,noun
16562,surdité,deafness,noun
16563,surdité,deaf,noun
16564,diagnostic,diagnosis,noun
16565,diagnostic,diagnose,verb
16566,Ahmad,Ahmad,noun
16567,Ahmad,Ahmed,noun
16568,romantisme,romanticism,noun
16569,quête,quest,noun
16570,effroyable,appalling,adjective
16571,effroyable,terrible,adjective
16572,effroyable,frightful,adjective
16573,piano,piano,noun
16574,sentimentalité,sentimentality,noun
16575,connecteur,connector,noun
16576,Norvège,Norway,noun
16577,frayer,spawn,noun
16578,Cousteau,Cousteau,noun
16579,concédant,licensor,noun
16580,concédant,grantor,noun
16581,mix,mix,noun
16582,arythmie,arrhythmia,noun
16583,cellulosique,cellulosic,noun
16584,surf,surf,noun
16585,incorporer,incorporate,verb
16586,incorporer,embed,verb
16587,incorporer,integrate,adjective
16588,omnivore,omnivore,noun
16589,omnivore,omnivorous,adjective
16590,perceptif,perceptive,adjective
16591,gagner,win,verb
16592,gagner,winning,noun
16593,charmeur,Charmer,noun
16594,Crandall,crandall,noun
16595,rameur,rower,noun
16596,rameur,oarsman,noun
16597,dériver,derive,verb
16598,dériver,derived,adjective
16599,dériver,drift,verb
16600,exsuder,exude,verb
16601,autel,altar,noun
16602,Acme,acme,noun
16603,Doom,doom,noun
16604,hypercalcémie,hypercalcemia,noun
16605,mémorisation,memorize,verb
16606,mémorisation,memorization,noun
16607,ramollir,soften,verb
16608,aboiement,barking,noun
16609,mettre,put,verb
16610,mettre,set,verb
16611,mettre,update,verb
16612,mettre,bring,verb
16613,mettre,introduce,noun
16614,désormais,now,adverb
16615,camionneur,trucker,noun
16616,prêter,lend,verb
16617,Spire,spire,noun
16618,modernisé,modernised,noun
16619,réchaud,stove,noun
16620,réchaud,cooker,noun
16621,relecture,proofreading,noun
16622,relecture,replay,verb
16623,relecture,proofread,verb
16624,opinion,opinion,noun
16625,récolter,harvest,verb
16626,récolter,gather,verb
16627,récolter,harvesting,noun
