,word,local_word,pos,examples,local_examples,examples_and_definitions
926,enter,вступать,verb,empty_cell,empty_cell,engage | join | come in | embark | enroll | adhere | come into | kick in | 
927,enter,проникнуть,verb,to enter the mosques|to enter the airport|,проникнуть в мечеть | проникнуть в аэропорт | ,to enter the mosques|to enter the airport|penetrate | infiltrate | sneak | access | 
928,enter,указать,verb,to Please enter your Postal index|to enter your Postal index|,Пожалуйста указать ваш почтовый индекс | указать ваш почтовый индекс | ,to Please enter your Postal index|to enter your Postal index|specify | indicate | point | select | define | set | point out | state | 
929,enter,поступить,verb,empty_cell,empty_cell,come | act | enroll | join | arrive | receive | come in | go on | 
930,entrance,вход,noun,private entrance|free entrance|entrance to the mine|main entrance|,отдельный вход | бесплатный вход | Вход в шахту | центральный вход | ,private entrance|free entrance|entrance to the mine|main entrance|entry | input | login | door | admission | logon | inlet | 
931,entrance,въезд,noun,northern entrance|,Северный въезд | ,northern entrance|entry | entry point | gateway | traveler | 
932,entrance,подезд,noun,sixth entrance|,шестой подъезд | ,sixth entrance|porch | front door | entryway | front hall | stair | doorway | 
933,entrance,поступление,noun,Annual entrance|,Годовое поступление | ,Annual entrance|revenue | receipt | admission | entry | inflow | arrival | proceeding | proceeds | 
934,entrance,выход,noun,empty_cell,empty_cell,exit | output | access | release | withdrawal | gate | yield | way out | outlet | 
935,entrance,вступление,noun,empty_cell,empty_cell,entry | accession | membership | admission | introduction | candidate | 
936,advice,совет,noun,good advice|professional advice|IMF advice|practical advice|,хороший совет | профессиональный совет | совет мвф | практический совет | ,good advice|professional advice|IMF advice|practical advice|council | tip | board | 
937,advice,консультация,noun,legal advice|technical advice|just such advice|financial advice|,юридическая консультация | техническая консультация | подобную консультацию | финансовые консультации | ,legal advice|technical advice|just such advice|financial advice|consultation | consultancy | consulting service | 
938,advice,рекомендация,noun,specific advice|trading advice|irresponsible advice|medical advice|,конкретная рекомендация | торговые рекомендации | безответственные рекомендации | медицинские рекомендации | ,specific advice|trading advice|irresponsible advice|medical advice|recommendation | guideline | reference | suggestion | guidance | referral | advisory | 
939,advice,консультирование,noun,psychological advice|,психологическое консультирование | ,psychological advice|consultation | consultancy | advisory | mentoring | advisory service | consulting service | 
940,aeroplane,аэроплан,noun,empty_cell,empty_cell,airplane | 
941,envelope,конверт,noun,sealed envelope|,запечатанный конверт | ,sealed envelope|sleeve | mailer | 
942,envelope,оболочка,noun,empty_cell,empty_cell,shell | membrane | casing | coating | jacket | wrapper | working environment | containment | 
943,envelope,огибающая,noun,empty_cell,empty_cell,empty_cell
944,envelope,конвертик,noun,empty_cell,empty_cell,empty_cell
945,especially,особенно,adv,empty_cell,empty_cell,particularly | 
946,especially,в особенности,adv,empty_cell,empty_cell,empty_cell
947,especially,специально,adv,empty_cell,empty_cell,specially | specifically | 
948,especially,в частности,adv,empty_cell,empty_cell,in particular | particularly | specifically | notably | 
949,euro,европейский,adj,empty_cell,empty_cell,european | 
950,euro,евро,noun,casino euro|strong euro|,евро казино | сильное евро | ,casino euro|strong euro|euro zone | 
951,euro,еврозона,noun,empty_cell,empty_cell,eurozone | euro zone | euro-zone | euro area | euro-area | 
952,even,четный,adj,empty_cell,empty_cell,empty_cell
953,even,ровный,adj,empty_cell,empty_cell,flat | smooth | equal | level | steady | straight | uniform | 
954,even,равномерный,adj,empty_cell,empty_cell,uniform | equal | steady | constant | homogeneous | 
955,even,еще,adv,empty_cell,empty_cell,still | more | yet | even more | 
956,even,выровнять,verb,empty_cell,empty_cell,equalize | smooth | align | straighten | center | level | 
957,everyone,каждый / любой,pron,Everyone could use it|,Каждый может использовать его | ,Everyone could use it|
958,against,против,prep,empty_cell,empty_cell,versus | 
959,against,по отношению к,prep,empty_cell,empty_cell,toward | relative to | in relation to | with respect to | 
960,everything,весь / всё,pron,Everything else doesn't matter|,Всё остальное не имеет значения | ,Everything else doesn't matter|
961,everywhere,везде,adv,empty_cell,empty_cell,anywhere | 
962,everywhere,повсюду,adv,empty_cell,empty_cell,elsewhere | all over the place | 
963,everywhere,повсеместно,adv,empty_cell,empty_cell,elsewhere | widely | across the board | universally | all over the place | 
964,everywhere,во всем мире,adv,empty_cell,empty_cell,empty_cell
965,everywhere,всюду,adv,empty_cell,empty_cell,empty_cell
966,age,стареть,verb,empty_cell,empty_cell,empty_cell
967,age,постареть,verb,empty_cell,empty_cell,empty_cell
968,age,состарить где-то,verb,empty_cell,empty_cell,empty_cell
969,exactly,точно,adv,empty_cell,empty_cell,precisely | accurately | certainly | for sure | definitely | 
970,exactly,именно,adv,empty_cell,empty_cell,precisely | specifically | 
971,exactly,в точности,adv,empty_cell,empty_cell,empty_cell
972,exactly,совсем,adv,empty_cell,empty_cell,quite | very | completely | entirely | totally | not | absolutely | 
973,exactly,ровно,adv,empty_cell,empty_cell,empty_cell
974,exactly,как раз,adv,empty_cell,empty_cell,precisely | 
975,exam,экзамен,noun,entrance exam|state exam|final exam|important exam|,вступительный экзамен | государственный экзамен | выпускной экзамен | важный экзамен | ,entrance exam|state exam|final exam|important exam|examination | test | 
976,exam,осмотр,noun,free exam|medical exam|,бесплатный осмотр | медицинский осмотр | ,free exam|medical exam|inspection | examination | survey | checkup | physical exam | physical | viewing | 
977,exam,обследование,noun,empty_cell,empty_cell,examination | survey | checkup | inspection | scan | screening | inquiry | medical examination | 
978,examination,экзамен,noun,entrance examination|dele examination|final examination|intermediate examination|,вступительный экзамен | экзамен dele | выпускной экзамен | промежуточный экзамен | ,entrance examination|dele examination|final examination|intermediate examination|exam | test | 
979,examination,исследование,noun,roentgenologic examination|economic examination|thorough examination|most definitive examination|,рентгенологическое исследование | экономическое исследование | всестороннее исследование | Наиболее обоснованное исследование | ,roentgenologic examination|economic examination|thorough examination|most definitive examination|research | study | survey | investigation | exploration | 
